Date,Close,High,Low,Open,Volume
2018-04-19,238.26461791992188,239.1418525961378,237.22786390477262,238.9380388552426,77655900
2018-04-20,236.24423217773438,238.415198324831,235.3581279612467,238.1936722707091,99953100
2018-04-23,236.20887756347656,237.37854196630659,235.127829016939,236.82029181760302,65558000
2018-04-24,233.0277099609375,237.4582312976533,231.52132188975162,237.2367052308175,112885500
2018-04-25,233.60369873046875,234.0467509142183,231.14032967049164,232.96570250419904,103840900
2018-04-26,235.9784393310547,236.81137955531955,234.18851833942054,234.63157049948663,67731900
2018-04-27,236.19998168945312,236.8911420251191,235.26071320872143,236.5898697805221,57053600
2018-04-30,234.38351440429688,237.37855199791855,234.31261089956146,236.82030182562335,82182300
2018-05-01,234.79998779296875,234.90631600974996,232.25684508005202,233.81639770421424,74203400
2018-05-02,233.22264099121094,235.42016214509883,232.83275297195573,234.60496140793225,86368900
2018-05-03,232.708740234375,233.36444885682891,229.54534094074646,232.38975562077937,136311500
2018-05-04,235.721435546875,236.40375310495915,231.40611230975273,231.73396654541426,91222100
2018-05-07,236.5189971923828,237.49369039421902,235.80122775346544,236.49241514218292,55304900
2018-05-08,236.5189971923828,236.88227619786133,234.9505751053087,236.14682144782418,67499200
2018-05-09,238.80508422851562,239.13293845903178,236.66956984068239,237.19236807876953,59666100
2018-05-10,241.03811645507812,241.3659978080897,239.4431393034633,239.5494675080028,72063900
2018-05-11,241.77362060546875,242.0394411413715,240.64825057269888,241.1622063311289,59871500
2018-05-14,241.8887939453125,242.86348717244786,241.33938649065405,242.2077785559908,54790600
2018-05-15,240.22286987304688,240.67476465646027,239.27473182648828,240.6570523063235,87036100
2018-05-16,241.23306274414062,241.6938543570929,240.23176040585443,240.25836949899676,53942600
2018-05-17,241.02928161621094,242.1103301336914,240.2495053686169,240.96724781429734,56536400
2018-05-18,240.4267120361328,241.0469959769086,240.07227565930188,240.68368990208415,64368000
2018-05-21,242.2342987060547,242.7748363250333,241.525426168964,241.91531417689004,58025900
2018-05-22,241.56082153320312,243.01404521205023,241.23296734856706,242.75706745581493,52966400
2018-05-23,242.2255096435547,242.2521187382634,240.12544633555015,240.28496569498768,64694200
2018-05-24,241.72926330566406,242.10143904249645,239.93934219858906,241.82674884888,76043800
2018-05-25,241.1533203125,241.78244689940234,240.6482342867032,241.1533203125,56374800
2018-05-29,238.37974548339844,240.28489117345072,237.26327256417414,239.5228274890789,115908600
2018-05-30,241.56082153320312,242.00387357552228,239.62027846625585,239.69115489465665,69678400
2018-05-31,240.08116149902344,241.45461269224737,239.47861691372285,241.15334039959708,93519900
2018-06-01,242.4381561279297,242.739428362614,241.31278629410662,241.38368978565515,71258400
2018-06-04,243.59002685546875,243.84700463216683,243.02293425785373,243.26217264472606,45385200
2018-06-05,243.76734924316406,244.14836768170866,242.95212121855056,243.7230277938543,51135000
2018-06-06,245.80528259277344,245.91161076270495,243.75838419633496,244.3786679099385,62732200
2018-06-07,245.77879333496094,246.5851516503553,244.86610680949477,246.29274907265787,72969400
2018-06-08,246.50535583496094,246.55851992928706,245.14961734613055,245.31797932541565,72139700
2018-06-11,246.83322143554688,247.55096378367625,246.6116953517598,246.72689324201042,58892500
2018-06-12,247.15228271484375,247.51556176849593,246.50541668518662,247.2497412312471,72329000
2018-06-13,246.3635711669922,247.64843318594117,246.15975744815526,247.39145537380008,79070600
2018-06-14,246.98390197753906,247.51554301174895,246.3902001003225,247.23201014075755,77097600
2018-06-15,246.66879272460938,247.00702872944925,245.08444551498079,246.19704965553981,120041600
2018-06-18,246.1614227294922,246.28604742347036,244.72840172785473,245.2090271278656,52917600
2018-06-19,245.21795654296875,245.44047737467744,243.46449130257685,243.88283155271665,97531500
2018-06-20,245.63624572753906,246.30380808388492,245.2980097875481,245.9032598048047,53785500
2018-06-21,244.09649658203125,245.64526038255792,243.59805198235634,245.62744132765945,71061400
2018-06-22,244.54144287109375,245.47604650299735,244.3189220772857,245.3603313441079,54898500
2018-06-25,241.2125244140625,243.54453783166144,239.5213719264525,243.38432938995945,137854200
2018-06-26,241.74661254882812,242.60108485046902,241.02564730007097,241.78222348399203,68547400
2018-06-27,239.74391174316406,243.76707796784706,239.5925856496416,242.33405707575008,105110700
2018-06-28,241.1146697998047,241.8801283728856,238.97844822346062,239.69053113663722,76650500
2018-06-29,241.46177673339844,243.5801791597624,241.34606156777926,242.20944338449436,97592500
2018-07-02,241.9779815673828,242.1382171714129,239.64596816219714,239.88630798665181,63554800
2018-07-03,241.12355041503906,242.97493881270262,240.69632783341322,242.87701552895638,42187100
2018-07-05,243.09063720703125,243.1529495572428,241.176963543233,242.25398389453534,56925900
2018-07-06,245.14675903320312,245.52057881482605,242.73461368749187,243.11737015768867,66493700
2018-07-09,247.35411071777344,247.4075135356113,246.1079996962518,246.15249299005566,50550400
2018-07-10,248.2441864013672,248.34210967323426,247.5143116953842,247.80805434780328,51966800
2018-07-11,246.42840576171875,247.4787245137484,246.12578075289048,246.68653747870061,77054700
2018-07-12,248.6625213623047,248.71592417741104,247.08708399030414,247.69233400363052,60124700
2018-07-13,248.85838317871094,249.16100823698338,248.03061224021403,248.48456340921584,48216000
2018-07-16,248.63583374023438,249.04526439981092,248.19079214755195,248.90287499375373,48201000
2018-07-17,249.64169311523438,250.03333198559278,247.80812347818818,247.8615263093107,52315500
2018-07-18,250.166748046875,250.27355367026166,249.27666496774626,249.7217065073106,44593500
2018-07-19,249.2233123779297,249.8819652969949,248.7426598126518,249.49923601500757,61412100
2018-07-20,248.93850708007812,249.65059006448786,248.7782985947816,249.0186113227264,82337700
2018-07-23,249.40139770507812,249.60609951754176,248.38668951686256,248.7338351064705,47047600
2018-07-24,250.6563262939453,251.50191623086312,249.7840621097402,250.81656191996132,68026900
2018-07-25,252.79249572753906,253.11291258721926,250.36255922224828,250.40705250947752,78882900
2018-07-26,252.1962890625,252.8816436696038,251.9737681580018,252.07169148084313,57919500
2018-07-27,250.4873046875,252.62349960510556,249.56161026336713,252.52557629752616,76768700
2018-07-30,249.1788330078125,250.72756927193495,248.65365995234484,250.5673607956161,63742500
2018-07-31,250.40724182128906,251.02140176316965,249.56167858242122,249.94440806411507,68570500
2018-08-01,249.9886932373047,251.11911600865685,249.338950045005,250.6117621898536,53853300
2018-08-02,251.35069274902344,251.5197836239841,248.47571326360762,248.68044224747567,63426400
2018-08-03,252.42767333984375,252.4810761741031,251.29724996724136,251.47527752356672,53935400
2018-08-06,253.3533477783203,253.66485523256023,252.07162553069526,252.4632643932023,39400900
2018-08-07,254.18995666503906,254.57271309764826,253.88733162666713,254.02086584160622,43196600
2018-08-08,254.08316040039062,254.4837087336209,253.62032688283264,254.02087521606288,42114600
2018-08-09,253.73605346679688,254.5371230061063,253.60254640410975,254.1454841800996,35717000
2018-08-10,252.0359649658203,252.83703442206476,251.3238821000155,252.29409670237354,77076000
2018-08-13,251.09249877929688,252.92606816347035,250.79875608544407,252.31190852707198,65732900
2018-08-14,252.694580078125,252.93491989330298,251.4306773204135,251.8223160472711,43842000
2018-08-15,250.80770874023438,251.48418084174043,249.36577792444783,251.34176423283438,102925400
2018-08-16,252.83705139160156,253.7093427745636,252.21398223760215,252.24959317407843,69967900
2018-08-17,253.7271270751953,254.17216869669298,252.2228842214784,252.63231490756448,65618500
2018-08-20,254.27000427246094,254.53701828798393,253.72703955666344,254.1809905462281,39807500
2018-08-21,254.86647033691406,255.72985229718822,254.30571346455605,254.78636609274704,67272000
2018-08-22,254.71519470214844,255.24034068190818,254.19002155919728,254.45706289406604,44993300
2018-08-23,254.37698364257812,255.40057428552774,254.05653944188083,254.53719216132976,49204900
2018-08-24,255.9078369140625,256.0502534897571,254.9020385229087,254.95544134339613,57487400
2018-08-27,257.9283142089844,258.0351198491937,256.9492172350919,257.1094256954059,57072400
2018-08-28,258.05303955078125,258.49808133403,257.59017871175786,258.3912484889667,46943500
2018-08-29,259.4415283203125,259.6729315414686,258.02629892420345,258.2666116718931,61485500
2018-08-30,258.3912353515625,259.3347217110246,257.794894603718,258.96090184349083,61229500
2018-08-31,258.4000549316406,258.8450965373461,257.49217983474773,257.98171473575013,66140800
2018-09-04,257.95501708984375,258.3110449469662,256.94921870016407,257.9817185000483,57594400
2018-09-05,257.26068115234375,257.8036458918921,256.24600068579576,257.59891702891866,72452400
2018-09-06,256.4863586425781,257.6701572566423,255.45385894961115,257.36753225126637,65909900
2018-09-07,255.9879150390625,256.967011920124,255.1957280106459,255.43606784151376,73524800
2018-09-10,256.4330139160156,257.2696944228935,256.2371944960402,257.0026531248247,50210900
2018-09-11,257.278564453125,257.72360609871987,255.43611268438386,255.78323104309095,50530500
2018-09-12,257.3408508300781,257.94610088783645,256.54869090572635,257.2874480110514,59810800
2018-09-13,258.86285400390625,259.04979101093943,258.1240969884627,258.40893009740637,51034200
2018-09-14,258.9073791503906,259.2544974381249,258.1241016681851,259.06758759088336,55079900
2018-09-17,257.53668212890625,258.88959887877826,257.2607584967823,258.8540151065709,68244000
2018-09-18,258.93408203125,259.5304225064281,257.72355487099156,257.7502562778924,61930400
2018-09-19,259.2100524902344,259.62839271610574,258.8629069745772,258.9875316714344,49080600
2018-09-20,261.3105773925781,261.63102142465954,259.22778625517816,260.4739242916084,100360600
2018-09-21,261.0718994140625,262.17166760900335,260.91096571318764,262.0554286185444,105479700
2018-09-24,260.2046813964844,260.6338653373801,259.6235135690867,260.4908040237482,53409600
2018-09-25,259.9632568359375,260.7679527756195,259.72185623987883,260.6606636218157,44370000
2018-09-26,259.1852722167969,261.29536410126354,258.7650383535492,260.106206774194,79739700
2018-09-27,259.9095764160156,261.0003948061798,259.38205329179306,259.6592259962803,59249500
2018-09-28,259.9363708496094,260.4370716354318,259.2479140906401,259.28365894238004,70091400
2018-10-01,260.8394470214844,261.9123656398144,260.1688626527227,261.1791868479595,62078900
2018-10-02,260.6874694824219,261.40274865347465,260.3119574677722,260.6874694824219,47258200
2018-10-03,260.8304748535156,262.1626936205967,260.4728353446648,261.742459694007,64694600
2018-10-04,258.7918701171875,260.40126136650105,257.2003512911268,260.3476168106001,111545900
2018-10-05,257.34344482421875,259.534003894735,255.91285948636673,259.0154306939134,105951700
2018-10-08,257.34344482421875,257.7010843371453,255.26909744864062,256.6549607935357,87742200
2018-10-09,256.9679260253906,258.2733226301009,256.4046307868371,256.9590034550066,74339000
2018-10-10,248.83148193359375,256.529804255418,248.45596998783432,256.4582599797472,214731000
2018-10-11,243.35061645507812,249.36797624859483,241.73224769141424,247.7406849143164,274840500
2018-10-12,246.73031616210938,247.7495900616724,243.52937863948222,247.46346755837115,183186500
2018-10-15,245.34442138671875,247.7048910688635,245.2550046952175,246.3726451236247,102263700
2018-10-16,250.70913696289062,251.08467621493133,246.83764188363472,247.31152041231243,118255800
2018-10-17,250.75392150878906,251.37978403677906,248.1699226684589,250.74497165008125,110626000
2018-10-18,247.13265991210938,250.41406439958135,245.85408573908313,249.81499709050306,134557500
2018-10-19,246.99859619140625,249.7256286014124,246.30118948184122,247.78541961474116,139901600
2018-10-22,245.8899383544922,247.9910813363538,245.35346528599732,247.6692138669491,82415800
2018-10-23,244.63809204101562,245.76468244896247,240.16752983315837,242.2597769582443,146352700
2018-10-24,237.2259521484375,244.77226437528392,236.67160672426277,244.3877752350966,177806700
2018-10-25,241.48187255859375,243.02869688211197,238.0395615395642,239.06778537457873,138061500
2018-10-26,237.23483276367188,242.3044621134249,234.51675069447572,237.76238309521,201574600
2018-10-29,235.9205322265625,241.63392470926993,232.33515933587503,240.33745055400144,160749100
2018-10-30,239.41647338867188,239.7294181935654,235.25885608407432,235.75063428780575,157116000
2018-10-31,241.9737091064453,244.2984074370665,241.5177029266345,241.99158153630268,128296300
2018-11-01,244.54873657226562,244.74544242816248,241.75015987588534,242.8409782974679,99495000
2018-11-02,243.10037231445312,246.08670616095355,241.04389624876538,245.65752214092882,122634100
2018-11-05,244.44142150878906,244.99576687494556,242.61742442809089,243.59200374700268,65622500
2018-11-06,245.98818969726562,246.1491233744247,244.31620393911038,244.3787983533869,60085900
2018-11-07,251.254638671875,251.33510554697799,247.7407547421062,248.16993869547852,102752100
2018-11-08,250.7986297607422,251.4423920408791,249.65416651673834,250.44991268617983,65584900
2018-11-09,248.34869384765625,249.6719628691552,246.93598083381823,249.48420688645697,98812600
2018-11-12,243.70822143554688,248.08041684720948,243.18962096752142,247.83901632418406,99673600
2018-11-13,243.252197265625,246.1759347490778,242.5279684643464,244.1731318700992,98176600
2018-11-14,241.5892333984375,245.53224591939428,240.02453636162417,245.12991162447568,125335900
2018-11-15,244.1105194091797,244.5754752475231,238.7369232810015,240.31949215823616,135101400
2018-11-16,244.7454376220703,245.65742259814695,242.49225653765222,243.01085709581017,126668000
2018-11-19,240.60572814941406,244.4325293363869,239.6847931785304,244.1374568711226,103061700
2018-11-20,236.15296936035156,238.72801751051801,235.2856792165267,237.26166003594986,136021300
2018-11-21,236.95765686035156,238.86212062555953,236.94873429098908,237.70870799705494,75563700
2018-11-23,235.3751220703125,236.7788852824275,235.21418836458116,235.31252764492294,42807900
2018-11-26,239.17510986328125,239.39863800334038,237.24382345883228,237.63723516822836,79981400
2018-11-27,239.97972106933594,239.97972106933594,237.52986224992176,238.13785202776845,75502400
2018-11-28,245.50540161132812,245.50540161132812,239.91719840968304,241.0527387633923,127629600
2018-11-29,244.9689483642578,246.372684227668,243.58305764137964,244.72752053027097,82346400
2018-11-30,246.46202087402344,247.02531592215166,244.4949904184665,244.81685771103193,98204200
2018-12-03,249.72552490234375,250.7090537730999,248.12508372089474,250.6017646755881,103176300
2018-12-04,241.63389587402344,249.3232686005095,241.3209510511847,248.8940847903752,177986000
2018-12-06,241.2672882080078,241.38352718649747,234.6508618650243,237.76238285894735,204185400
2018-12-07,235.6612091064453,242.5011634305532,234.82074127721955,240.92751689308457,161018900
2018-12-10,236.10830688476562,237.08288628686324,231.23538258812803,235.4824171872738,151445900
2018-12-11,236.16189575195312,239.50586715813873,234.6866158542914,239.31811120763638,121504400
2018-12-12,237.35107421875,240.51623981027737,237.27060737567882,239.14824890577626,97976700
2018-12-13,237.2706756591797,239.1661901600829,236.1530348179723,238.2988997758598,96662700
2018-12-14,232.88951110839844,236.07254979647172,232.33516565957632,235.1158427612974,116961100
2018-12-17,228.32057189941406,233.05042109093597,226.68434436321144,231.9327804495195,165492300
2018-12-18,228.0702362060547,230.63634856164552,226.46083084993458,229.9657641335184,134515100
2018-12-19,224.6547088623047,231.93278429413016,222.94696430264847,228.1506921209441,214992800
2018-12-20,220.9977569580078,224.97655434974993,218.74458992372317,223.40292146084525,252053400
2018-12-21,216.46963500976562,224.5726410343925,215.8221135995942,221.90161864812129,255345600
2018-12-24,210.7498779296875,216.5955475889452,210.6869316999535,214.97674401567878,147311600
2018-12-26,221.39801025390625,221.39801025390625,210.22828499689444,212.21581893001292,218485400
2018-12-27,223.09774780273438,223.29558861864206,214.9048161356882,218.1514117819056,186267300
2018-12-28,222.80992126464844,226.09248373767417,221.64078472537108,224.45570356088035,153100200
2018-12-31,224.761474609375,225.00429854853064,222.55810980899943,224.4377139314152,144299400
2019-01-02,224.9953155517578,225.92164195797136,221.19113755446438,221.2181164696921,126925200
2019-01-03,219.62631225585938,223.54740815348475,219.1406643215108,223.24162423370262,144140700
2019-01-04,226.98287963867188,227.63040113640858,222.2883556414537,222.6660742280091,142628800
2019-01-07,228.7725372314453,230.18448416653186,226.3533271053869,227.25266090851673,103139100
2019-01-08,230.92185974121094,231.40750753030233,228.4307157529399,230.96684288482896,102512600
2019-01-09,232.0010986328125,232.84647444430928,230.400285862305,231.63236854945885,95006600
2019-01-10,232.81954956054688,233.071361938652,229.77979678131976,230.46329928424396,96823900
2019-01-11,232.90948486328125,232.93646378032568,231.155772918923,231.74033441854561,73858100
2019-01-14,231.48851013183594,232.29790504700713,230.5981784696965,231.00286220453762,70908200
2019-01-15,234.14157104492188,234.45634337843924,231.8572554035423,231.86625752451133,85208300
2019-01-16,234.70816040039062,235.59849213823657,234.36640914269466,234.57323836514863,77636700
2019-01-17,236.48878479003906,237.3521649127297,233.79078365897607,233.83576681178585,96118400
2019-01-18,239.636474609375,240.10414574647993,236.52478737278184,238.30547816189605,127900300
2019-01-22,236.39889526367188,238.37744081754613,234.7801052254057,238.1616094645753,115531200
2019-01-23,236.89352416992188,238.13460922939632,234.42035617170512,237.4331299495399,86030300
2019-01-24,237.0194091796875,237.60399809909393,235.6973874116646,236.71363898479987,59204100
2019-01-25,239.0249786376953,239.8523779563822,237.1183950349971,238.87207978857583,96883400
2019-01-28,237.208251953125,237.27118444996267,235.43656356744532,236.87550289439835,85613700
2019-01-29,236.89352416992188,237.9187504502551,236.05715030653346,237.3521931994207,66136300
2019-01-30,240.6437530517578,241.48912911397957,237.6489832387115,238.41342254333662,92473700
2019-01-31,242.7572021484375,243.24285015739713,240.3649705912208,240.58082939825488,104012100
2019-02-01,242.8740997314453,243.8993535043957,242.08268154435896,242.95503648528486,85782500
2019-02-04,244.58285522460938,244.64581518850864,242.24458144765825,242.91908191530794,60744800
2019-02-05,245.6080322265625,245.91380238272245,244.51084404481884,245.01446870737473,79552800
2019-02-06,245.28419494628906,245.8238005022518,244.54676238013462,245.3291780858152,58347800
2019-02-07,242.946044921875,244.21408142270855,241.28227190951557,243.66550098076533,95482000
2019-02-08,243.24276733398438,243.3416808591795,240.86851338349103,241.69591239682532,75788900
2019-02-11,243.37771606445312,244.16013210328512,242.8471123995612,243.89934505400134,68021400
2019-02-12,246.50735473632812,246.885059493394,244.92451875685546,244.99648081709574,72270200
2019-02-13,247.30780029296875,248.15317628594968,246.92109333429394,247.34378133078442,65277200
2019-02-14,246.75921630859375,247.89238569693745,245.4012134667209,246.21961053102578,83234400
2019-02-15,249.4482421875,249.48422322863254,248.33307692182726,248.5399061559804,97088700
2019-02-19,249.8799285888672,250.53642476808471,248.63884342063076,248.6478455421518,59120800
2019-02-20,250.38356018066406,250.8422292628249,249.34032953908823,249.84395433909128,76610800
2019-02-21,249.49313354492188,250.1046737916837,248.53084002854263,249.74494584920515,64214700
2019-02-22,251.04005432128906,251.23788141294105,249.47519482007914,250.11371414406406,78114600
2019-02-25,251.38174438476562,252.9915593825191,251.30080764572588,252.46995791576768,69030700
2019-02-26,251.20187377929688,252.0832031633799,250.82414158220126,251.03099819554936,56844100
2019-02-27,251.0940704345703,251.44479643221015,249.54721481574416,250.4825024397813,56921600
2019-02-28,250.62640380859375,251.31890858486628,250.3026567278665,250.8782162421028,69268300
2019-03-01,252.19117736816406,252.60486320041778,250.75223790692678,252.20915416244034,78880500
2019-03-04,251.27386474609375,253.49522038751007,248.97157235403756,253.25241013559054,106494600
2019-03-05,250.93206787109375,251.59759344225998,250.3834875124616,251.39973893928925,59114600
2019-03-06,249.41217041015625,251.0579662359411,249.08842349422125,251.04896411755973,75039800
2019-03-07,247.3258514404297,249.10651519040138,246.4804752871216,248.96261845733878,94885100
2019-03-08,246.8311767578125,247.00205239600854,244.99655534585435,245.46419909773712,85795800
2019-03-11,250.41049194335938,250.57236543169935,247.52363828601088,247.55061720073422,65098900
2019-03-12,251.3547821044922,251.8764110512473,250.77922277362813,250.96807517721766,79667500
2019-03-13,253.0185546875,253.95386947503115,252.08323989996887,252.24514083402346,80639200
2019-03-14,252.8567352294922,253.46827572507652,252.41607037907025,253.04558767317388,67518400
2019-03-15,254.10595703125,254.91891715486173,253.2207178582975,253.41042968803183,81309000
2019-03-18,255.02723693847656,255.32533969258762,254.0968442943114,254.32266801926772,62199800
2019-03-19,255.09042358398438,256.8608735177763,254.19617063182852,256.09309505836063,90268100
2019-03-20,254.3227081298828,256.0841444888969,253.21167287034876,254.87373244019506,84609200
2019-03-21,257.1951904296875,257.60165663220636,253.4555359682626,253.50071725723708,79550400
2019-03-22,252.2451629638672,256.35514474478396,252.18192568935967,255.831245702929,122659300
2019-03-25,252.0554656982422,253.09424952225373,250.79085810525518,251.90189340613253,85575200
2019-03-26,253.934326171875,254.89181681807798,252.52518795420343,253.81689339267234,68125900
2019-03-27,252.6065216064453,254.51248899736655,251.05285260947232,253.92532500745284,72224700
2019-03-28,253.56399536132812,254.01564297466558,252.08260552410025,253.23882231158882,56238500
2019-03-29,255.16281127929688,255.48798428535605,253.9523991461117,255.0815180277821,82186800
2019-04-01,258.1888427734375,258.48694561262533,256.8971373139716,257.1681424010861,77617900
2019-04-02,258.3152770996094,258.55014262525657,257.5203730740739,258.3785143667261,40070400
2019-04-03,258.7218322753906,259.93224457735374,258.11661234121766,259.53479247027536,68243200
2019-04-04,259.4082336425781,259.66115512252776,258.3513940024355,259.0469211807035,48997500
2019-04-05,260.6639099121094,260.71810542034405,259.7877124404715,260.076773528645,58621700
2019-04-08,260.86260986328125,260.9710008689054,259.5799186418429,260.2393340145627,53566300
2019-04-09,259.5257568359375,260.22128425658633,258.97475996368,259.8961111974934,66142300
2019-04-10,260.4110107421875,260.50134578580673,259.5257714209351,259.9412795419215,52601500
2019-04-11,260.3386535644531,260.9077338454746,259.7695732834317,260.8986920739102,55093100
2019-04-12,262.10015869140625,262.38017801962485,260.3839031927292,261.95562814032826,69727800
2019-04-15,261.9285583496094,262.2718149992693,261.1246122421021,262.17243817450026,49596700
2019-04-16,262.10015869140625,262.86796518371506,261.5039805056036,262.8137696728588,52153200
2019-04-17,261.4587707519531,263.2472773597952,261.04323516923716,263.2201796101727,58268300
